label,Z,N,recipes,minimum_cells,construction,reference_stable
Mo81,42,39,186,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ni82,28,54,2,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Cu82,29,53,5,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Nb82,41,41,161,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Mo82,42,40,181,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Cu83,29,54,4,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Zn83,30,53,8,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Mo83,42,41,175,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Tc83,43,40,194,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Cu84,29,55,3,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Zn84,30,54,7,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Mo84,42,42,169,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Tc84,43,41,189,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Zn85,30,55,5,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Tc85,43,42,183,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ru85,44,41,202,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Zn86,30,56,4,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ga86,31,55,8,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Tc86,43,43,176,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ru86,44,42,197,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ga87,31,56,7,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ge87,32,55,12,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ru87,44,43,191,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ga88,31,57,5,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ge88,32,56,10,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
As88,33,55,16,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ru88,44,44,184,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Rh88,45,43,205,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ge89,32,57,8,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
As89,33,56,14,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Rh89,45,44,199,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ge90,32,58,7,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
As90,33,57,12,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Rh90,45,45,192,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Pd90,46,44,214,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
As91,33,58,10,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Rh91,45,46,184,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Pd91,46,45,207,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
As92,33,59,8,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Se92,34,58,14,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ag92,47,45,222,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Se93,34,59,12,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ag93,47,46,216,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Se94,34,60,10,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Br94,35,59,16,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ag94,47,47,208,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Cd94,48,46,231,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Se95,34,61,8,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Br95,35,60,14,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ag95,47,48,200,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Cd95,48,47,224,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Br96,35,61,12,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Cd96,48,48,217,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
In96,49,47,240,4,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Br97,35,62,10,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
In97,49,48,233,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Br98,35,63,8,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Kr98,36,62,14,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
In98,49,49,225,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Kr99,36,63,12,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
In99,49,50,217,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Sn99,50,49,242,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Kr100,36,64,10,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Kr101,36,65,8,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Sb102,51,51,243,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Rb103,37,66,10,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Sr103,38,65,16,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Sn103,50,53,208,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Sb103,51,52,234,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Rb104,37,67,8,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Sr104,38,66,14,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Y104,39,65,21,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Sb104,51,53,225,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Sr105,38,67,12,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Y105,39,66,19,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Sr106,38,68,10,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Y106,39,67,16,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Zr106,40,66,24,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
I106,53,53,261,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Sr107,38,69,8,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Y107,39,68,14,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Zr107,40,67,21,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Te107,52,55,225,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
I107,53,54,252,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Y108,39,69,12,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Zr108,40,68,19,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
I108,53,55,243,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Y109,39,70,10,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Zr109,40,69,16,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Zr110,40,70,14,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Zr111,40,71,12,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Nb111,41,70,19,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Xe111,54,57,243,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Cs111,55,56,271,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Zr112,40,72,10,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Nb112,41,71,16,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Mo112,42,70,24,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Cs112,55,57,261,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Zr113,40,73,8,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Nb113,41,72,14,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Mo113,42,71,21,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ba113,56,57,280,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Nb114,41,73,12,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Mo114,42,72,19,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Nb115,41,74,10,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Mo115,42,73,16,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Tc115,43,72,24,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Cs115,55,60,234,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ba115,56,59,261,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Nb116,41,75,8,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Mo116,42,74,14,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Tc116,43,73,21,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Cs116,55,61,225,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ba116,56,60,252,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
La116,57,59,280,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Mo117,42,75,12,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Tc117,43,74,19,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
La117,57,60,271,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Mo118,42,76,10,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Tc118,43,75,16,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ru118,44,74,24,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ba118,56,62,234,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
La118,57,61,261,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Mo119,42,77,8,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Tc119,43,76,14,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ru119,44,75,21,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
La119,57,62,252,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ce119,58,61,280,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Tc120,43,77,12,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ru120,44,76,19,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Rh120,45,75,27,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
La120,57,63,243,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ce120,58,62,271,5,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Tc121,43,78,10,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ru121,44,77,16,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
La121,57,64,234,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ce121,58,63,261,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Pr121,59,62,290,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Tc122,43,79,8,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ru122,44,78,14,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Rh122,45,77,21,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
La122,57,65,225,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ce122,58,64,252,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Pr122,59,63,280,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ru123,44,79,12,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Rh123,45,78,19,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
La123,57,66,217,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ce123,58,65,243,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Pr123,59,64,271,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ru124,44,80,10,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Rh124,45,79,16,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Pd124,46,78,24,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ce124,58,66,234,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Pr124,59,65,261,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Nd124,60,64,290,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ru125,44,81,8,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Rh125,45,80,14,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Pd125,46,79,21,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ce125,58,67,225,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Pr125,59,66,252,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Nd125,60,65,280,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Rh126,45,81,12,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Pd126,46,80,19,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ag126,47,79,27,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Pr126,59,67,243,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Nd126,60,66,271,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Pm126,61,65,300,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Rh127,45,82,10,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Pd127,46,81,16,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ag127,47,80,24,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Pr127,59,68,234,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Nd127,60,67,261,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Pm127,61,66,290,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Rh128,45,83,8,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Pd128,46,82,14,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ag128,47,81,21,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Nd128,60,68,252,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Pm128,61,67,280,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Sm128,62,66,310,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Pd129,46,83,12,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Ag129,47,82,19,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Nd129,60,69,243,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Pm129,61,68,271,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Sm129,62,67,300,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Pd130,46,84,10,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Ag130,47,83,16,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Pm130,61,69,261,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Sm130,62,68,290,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Eu130,63,67,320,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Pd131,46,85,8,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Ag131,47,84,14,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Pm131,61,70,252,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Sm131,62,69,280,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Eu131,63,68,310,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ag132,47,85,12,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Pm132,61,71,243,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Sm132,62,70,271,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Eu132,63,69,300,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ag133,47,86,10,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Cd133,48,85,16,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
In133,49,84,24,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Sm133,62,71,261,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Eu133,63,70,290,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Gd133,64,69,320,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Cd134,48,86,14,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
In134,49,85,21,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Sm134,62,72,252,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Eu134,63,71,280,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Gd134,64,70,310,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Cd135,48,87,12,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
In135,49,86,19,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Eu135,63,72,271,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Gd135,64,71,300,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Tb135,65,70,331,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
In136,49,87,16,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Sn136,50,86,24,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Eu136,63,73,261,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Gd136,64,72,290,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Tb136,65,71,320,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
In137,49,88,14,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Sn137,50,87,21,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Gd137,64,73,280,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Tb137,65,72,310,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Sn138,50,88,19,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Sb138,51,87,27,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Gd138,64,74,271,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Tb138,65,73,300,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Dy138,66,72,331,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Sn139,50,89,16,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Sb139,51,88,24,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Gd139,64,75,261,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Tb139,65,74,290,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Dy139,66,73,320,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Sn140,50,90,14,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Sb140,51,89,21,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Dy140,66,74,310,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ho140,67,73,341,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Sb141,51,90,19,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Te141,52,89,27,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Dy141,66,75,300,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ho141,67,74,331,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Sb142,51,91,16,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Te142,52,90,24,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Dy142,66,76,290,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ho142,67,75,320,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Er142,68,74,352,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Te143,52,91,21,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
I143,53,90,30,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Ho143,67,76,310,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Er143,68,75,341,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Te144,52,92,19,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
I144,53,91,27,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Er144,68,76,331,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Tm144,69,75,363,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Te145,52,93,16,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
I145,53,92,24,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Er145,68,77,320,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tm145,69,76,352,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
I146,53,93,21,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tm146,69,77,341,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
I147,53,94,19,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Xe147,54,93,27,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Xe148,54,94,24,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Yb148,70,78,352,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Xe149,54,95,21,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Cs149,55,94,30,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tm149,69,80,310,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Yb149,70,79,341,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Xe150,54,96,19,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Cs150,55,95,27,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tm150,69,81,300,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Yb150,70,80,331,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Lu150,71,79,363,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Cs151,55,96,24,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Ba151,56,95,33,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Lu151,71,80,352,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Cs152,55,97,21,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Ba152,56,96,30,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
La152,57,95,40,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Ce152,58,94,52,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Lu152,71,81,341,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Ba153,56,97,27,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
La153,57,96,37,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Ce153,58,95,48,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Yb153,70,83,300,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Hf153,72,81,363,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Ba154,56,98,24,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
La154,57,97,33,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Ce154,58,96,44,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Lu154,71,83,320,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Hf154,72,82,352,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
La155,57,98,30,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Ce155,58,97,40,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Hf155,72,83,341,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Ta155,73,82,374,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
La156,57,99,27,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Ce156,58,98,37,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Ta156,73,83,363,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
La157,57,100,24,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Ce157,58,99,33,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Hf157,72,85,320,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
W157,74,83,385,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Ce158,58,100,30,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Pr158,59,99,40,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Ta158,73,85,341,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
W158,74,84,374,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Ce159,58,101,27,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Pr159,59,100,37,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
