label,Z,N,recipes,minimum_cells,construction,reference_stable
Sm-145,62,83,161,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Sm-146,62,84,154,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Sm-147,62,85,147,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Sm-148,62,86,140,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Sm-149,62,87,133,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,True
Sm-150,62,88,127,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,True
Sm-151,62,89,120,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Sm-152,62,90,114,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,True
Sm-153,62,91,108,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Sm-154,62,92,102,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,True
Sm-155,62,93,96,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Sm-156,62,94,91,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Sm-157,62,95,85,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Sm-158,62,96,80,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Sm-159,62,97,75,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Sm-160,62,98,70,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Sm-161,62,99,65,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Sm-162,62,100,61,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Sm-163,62,101,56,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Sm-164,62,102,52,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Eu-137,63,74,252,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Eu-138,63,75,243,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Eu-139,63,76,234,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Eu-140,63,77,225,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Eu-141,63,78,217,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Eu-142,63,79,208,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Eu-143,63,80,200,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Eu-144,63,81,192,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Eu-145,63,82,184,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Eu-146,63,83,176,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Eu-147,63,84,169,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Eu-148,63,85,161,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Eu-149,63,86,154,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Eu-150,63,87,147,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Eu-151,63,88,140,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Eu-152,63,89,133,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Eu-153,63,90,127,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,True
Eu-154,63,91,120,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Eu-155,63,92,114,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Eu-156,63,93,108,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Eu-157,63,94,102,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Eu-158,63,95,96,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Eu-159,63,96,91,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Eu-160,63,97,85,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Eu-161,63,98,80,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Eu-162,63,99,75,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Eu-163,63,100,70,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Eu-164,63,101,65,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Eu-165,63,102,61,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Gd-140,64,76,252,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Gd-141,64,77,243,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Gd-142,64,78,234,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Gd-143,64,79,225,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Gd-144,64,80,217,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Gd-145,64,81,208,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Gd-146,64,82,200,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Gd-147,64,83,192,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Gd-148,64,84,184,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Gd-149,64,85,176,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Gd-150,64,86,169,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Gd-151,64,87,161,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Gd-152,64,88,154,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Gd-153,64,89,147,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Gd-154,64,90,140,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,True
Gd-155,64,91,133,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,True
Gd-156,64,92,127,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,True
Gd-157,64,93,120,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,True
Gd-158,64,94,114,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,True
Gd-159,64,95,108,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Gd-160,64,96,102,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,True
Gd-161,64,97,96,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Gd-162,64,98,91,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Gd-163,64,99,85,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Gd-164,64,100,80,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Gd-165,64,101,75,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Gd-166,64,102,70,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Gd-167,64,103,65,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tb-140,65,75,280,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Tb-141,65,76,271,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Tb-142,65,77,261,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Tb-143,65,78,252,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Tb-144,65,79,243,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Tb-145,65,80,234,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tb-146,65,81,225,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tb-147,65,82,217,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tb-148,65,83,208,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tb-149,65,84,200,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tb-150,65,85,192,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tb-151,65,86,184,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tb-152,65,87,176,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tb-153,65,88,169,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tb-154,65,89,161,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tb-155,65,90,154,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tb-156,65,91,147,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tb-157,65,92,140,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tb-158,65,93,133,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tb-159,65,94,127,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,True
Tb-160,65,95,120,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tb-161,65,96,114,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tb-162,65,97,108,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tb-163,65,98,102,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tb-164,65,99,96,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tb-165,65,100,91,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tb-166,65,101,85,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tb-167,65,102,80,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tb-168,65,103,75,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Dy-143,66,77,280,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Dy-144,66,78,271,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Dy-145,66,79,261,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Dy-146,66,80,252,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Dy-147,66,81,243,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Dy-148,66,82,234,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Dy-149,66,83,225,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Dy-150,66,84,217,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Dy-151,66,85,208,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Dy-152,66,86,200,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Dy-153,66,87,192,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Dy-154,66,88,184,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Dy-155,66,89,176,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Dy-156,66,90,169,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,True
Dy-157,66,91,161,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Dy-158,66,92,154,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,True
Dy-159,66,93,147,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Dy-160,66,94,140,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,True
Dy-161,66,95,133,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,True
Dy-162,66,96,127,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,True
Dy-163,66,97,120,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,True
Dy-164,66,98,114,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,True
Dy-165,66,99,108,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Dy-166,66,100,102,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Dy-167,66,101,96,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Dy-168,66,102,91,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Dy-169,66,103,85,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Ho-144,67,77,300,6,CONNECTED_SOURCE_RECEIVER_ASSEMBLY,False
Ho-145,67,78,290,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Ho-146,67,79,280,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Ho-147,67,80,271,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Ho-148,67,81,261,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Ho-149,67,82,252,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Ho-150,67,83,243,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Ho-151,67,84,234,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Ho-152,67,85,225,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Ho-153,67,86,217,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Ho-154,67,87,208,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Ho-155,67,88,200,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Ho-156,67,89,192,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Ho-157,67,90,184,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Ho-158,67,91,176,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Ho-159,67,92,169,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Ho-160,67,93,161,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Ho-161,67,94,154,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Ho-162,67,95,147,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Ho-163,67,96,140,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Ho-164,67,97,133,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Ho-165,67,98,127,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,True
Ho-166,67,99,120,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Ho-167,67,100,114,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Ho-168,67,101,108,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Ho-169,67,102,102,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Ho-170,67,103,96,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Ho-171,67,104,91,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Er-146,68,78,310,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Er-147,68,79,300,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Er-148,68,80,290,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Er-149,68,81,280,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Er-150,68,82,271,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Er-151,68,83,261,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Er-152,68,84,252,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Er-153,68,85,243,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Er-154,68,86,234,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Er-155,68,87,225,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Er-156,68,88,217,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Er-157,68,89,208,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Er-158,68,90,200,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Er-159,68,91,192,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Er-160,68,92,184,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Er-161,68,93,176,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Er-162,68,94,169,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,True
Er-163,68,95,161,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Er-164,68,96,154,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,True
Er-165,68,97,147,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Er-166,68,98,140,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,True
Er-167,68,99,133,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,True
Er-168,68,100,127,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,True
Er-169,68,101,120,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Er-170,68,102,114,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,True
Er-171,68,103,108,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Er-172,68,104,102,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tm-147,69,78,331,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tm-148,69,79,320,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tm-151,69,82,290,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tm-152,69,83,280,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tm-153,69,84,271,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tm-154,69,85,261,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tm-155,69,86,252,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tm-156,69,87,243,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tm-157,69,88,234,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tm-158,69,89,225,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tm-159,69,90,217,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tm-160,69,91,208,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tm-161,69,92,200,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tm-162,69,93,192,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tm-163,69,94,184,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tm-164,69,95,176,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tm-165,69,96,169,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tm-166,69,97,161,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tm-167,69,98,154,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tm-168,69,99,147,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tm-169,69,100,140,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,True
Tm-170,69,101,133,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tm-171,69,102,127,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tm-172,69,103,120,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tm-173,69,104,114,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tm-174,69,105,108,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tm-175,69,106,102,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Tm-176,69,107,96,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Yb-151,70,81,320,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Yb-152,70,82,310,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Yb-154,70,84,290,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Yb-155,70,85,280,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Yb-156,70,86,271,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Yb-157,70,87,261,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Yb-158,70,88,252,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Yb-159,70,89,243,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Yb-160,70,90,234,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Yb-161,70,91,225,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Yb-162,70,92,217,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Yb-163,70,93,208,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Yb-164,70,94,200,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Yb-165,70,95,192,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Yb-166,70,96,184,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Yb-167,70,97,176,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Yb-168,70,98,169,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,True
Yb-169,70,99,161,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Yb-170,70,100,154,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,True
Yb-171,70,101,147,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,True
Yb-172,70,102,140,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,True
Yb-173,70,103,133,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,True
Yb-174,70,104,127,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,True
Yb-175,70,105,120,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Yb-176,70,106,114,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,True
Yb-177,70,107,108,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Yb-178,70,108,102,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Lu-153,71,82,331,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Lu-155,71,84,310,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Lu-156,71,85,300,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Lu-157,71,86,290,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Lu-158,71,87,280,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Lu-159,71,88,271,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Lu-160,71,89,261,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Lu-161,71,90,252,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Lu-162,71,91,243,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Lu-163,71,92,234,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Lu-164,71,93,225,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Lu-165,71,94,217,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Lu-166,71,95,208,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Lu-167,71,96,200,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Lu-168,71,97,192,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Lu-169,71,98,184,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Lu-170,71,99,176,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Lu-171,71,100,169,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Lu-172,71,101,161,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Lu-173,71,102,154,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Lu-174,71,103,147,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Lu-175,71,104,140,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,True
Lu-176,71,105,133,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Lu-177,71,106,127,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Lu-178,71,107,120,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Lu-179,71,108,114,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Lu-180,71,109,108,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Lu-181,71,110,102,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Lu-183,71,112,91,8,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Hf-156,72,84,331,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Hf-158,72,86,310,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Hf-159,72,87,300,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
Hf-160,72,88,290,7,MULTICOMPONENT_SOURCE_OCCURRENCE_ASSEMBLY,False
