census_index,assembly_template_id,opaque_token_id,disposition,template_class,structural_bucket,arity,partition_signature,component_labels,closure_depth,q_sign,q_abs,surface_sign,numeric_lane,dependency_class,M_native_source,M_native_fraction,M_native_fractional_digits,S_debit_or_credit_source,S_debit_or_credit_fraction,S_debit_or_credit_fractional_digits,M_observed_candidate_source,M_observed_candidate_fraction,M_observed_candidate_fractional_digits,qA_source_support_source,qA_source_support_fraction,qA_source_support_fractional_digits,tensor_carrier_support_source,tensor_carrier_support_fraction,tensor_carrier_support_fractional_digits,retained_write_support_source,retained_write_support_fraction,retained_write_support_fractional_digits,lift_excess_fraction,q_expected_fraction,rho_o_fraction,rho_q_fraction,rho_t_fraction,rho_r_fraction,rho_balance_fraction,raw_numeric_class_id,typed_raw_class_id,dependency_class_id,dependency_core_class_id,dependency_residual_subclass_id,scale_free_class_id,scale_lambda_fraction,scale_free_basis_q_preserved,membership_effect,particle_identity_assignment
253,TPL_804752ff46d97784e910219c,TOK_cc014d1b09b298bdf49e6473,LEGAL_LOCAL_TEMPLATE,UNORDERED_TRIAD,THREE_BODY_COLOR,3,8+9+9,8|9|9,3,negative,1,negative_credit,ACTIVE_LIFT,LOCAL_R2_LIFT,8136,8136,0,-0.6866319444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444442,-3433159722222222222222222222222222222222222222222222222222222222222222222222222222222222222222222221/5000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,100,8136.686631944444444444444444444444444444444444444444444444444444444444444444444444444444444444444444,2034171657986111111111111111111111111111111111111111111111111111111111111111111111111111111111111111/250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,96,8193.191400221836419753086419753086419753086419753086419753086419753086419753086419753086419753086416,512074462513864776234567901234567901234567901234567901234567901234567901234567901234567901234567901/62500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,96,1024.148925027729552469135802469135802469135802469135802469135802469135802469135802469135802469135802,512074462513864776234567901234567901234567901234567901234567901234567901234567901234567901234567901/500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,96,7169.042475194106867283950617283950617283950617283950617283950617283950617283950617283950617283950614,3584521237597053433641975308641975308641975308641975308641975308641975308641975308641975308641975307/500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,96,14126192069347993827160493827160493827160493827160493827160493827160493827160493827160493827160493/250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,58990978081597222222222222222222222222222222222222222222222222222222222222222222222222222222222222219/7200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-2221/5000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-119/36000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0,0,RAWNUM_b7a2957f81efcd6f420686a0,TYPEDRAW_39201afe465f3790b8ced760,DEP_f82f3ec5cce4d8d524c0b0b5,DEPCORE_97902f75d58ac850ecc82a98,DEPRES_cb7edcfffa02aea92e9d34e6,SHAPE_499d82e8c0396eaf08b8164b,512074462513864776234567901234567901234567901234567901234567901234567901234567901234567901234567901/62500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,169500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000/170691487504621592078189300411522633744855967078189300411522633744855967078189300411522633744855967|-3433159722222222222222222222222222222222222222222222222222222222222222222222222222222222222222222221/40965957001109182098765432098765432098765432098765432098765432098765432098765432098765432098765432080000|1|-2221/40965957001109182098765432098765432098765432098765432098765432098765432098765432098765432098765432080000|0|0,NONE,NONE
254,TPL_09e6e04db362da7cdb725215,TOK_cc1f12d7e135b14113b60b32,LEGAL_LOCAL_TEMPLATE,UNARY_CONJUGATE,ONE_BODY_CONJUGATE,1,3,3,2,positive,3,positive_debit,ACTIVE_LIFT,LOCAL_R2_LIFT,648.0,648,1,1.125,9/8,3,646.875,5175/8,3,660.3515624999999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,3301757812499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999/5000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,97,82.54394531249999999999999999999999999999999999999999999999999999999999999999999999999999999999999998,4127197265624999999999999999999999999999999999999999999999999999999999999999999999999999999999999999/50000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,98,577.8076171874999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,5778076171874999999999999999999999999999999999999999999999999999999999999999999999999999999999999999/10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,97,67382812499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999/5000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,84525/128,0,-1/5000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1/200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3/40000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-1/12500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,RAWNUM_d7e72f346f2bbeb7deea637e,TYPEDRAW_9582b89cc66c853bcbbed156,DEP_0c7f26c82878c773bbc45fb4,DEPCORE_a5701bb32ac670a93687c73e,DEPRES_538e4b0eb9d560390a404d7a,SHAPE_ca771f9aed956c5dae0ccce7,3301757812499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999/5000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3240000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000/3301757812499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999|5625000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000/3301757812499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999|1|0|1/132070312499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999960|3/26414062499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999992,NONE,NONE
255,TPL_bc2c7de46881f6be23cbad31,TOK_cc6b6453a3deb642848645ca,LEGAL_LOCAL_TEMPLATE,UNARY_DIRECT,ONE_BODY_DIRECT,1,4,4,0,negative,4,zero_contact,ACTIVE_LIFT,LOCAL_R2_LIFT,6.0,6,1,0,0,0,6.0,6,1,6.166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666668,1541666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667/250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,99,0.7708333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333335,1541666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667/2000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,100,5.395833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333335,1079166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667/200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,99,41666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667/250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,37/6,0,1/750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,1/2000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-1/2000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,RAWNUM_67ba3f8fedd21591c2aef52c,TYPEDRAW_abab7e8163759d94c60a5586,DEP_dbc3d535051d4c74456235d5,DEPCORE_865e9f05a43fdd996cadea9d,DEPRES_e140beab9d71edc160054e97,SHAPE_09c83e864646b975b3711709,1541666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667/250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000/513888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888889|0|1|0|0|1/12333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333336,NONE,NONE
256,TPL_9bf0e03dd977fe958b790cc9,TOK_cc8613b171d1809b60a46243,LEGAL_LOCAL_TEMPLATE,UNARY_DIRECT,ONE_BODY_DIRECT,1,1,1,0,negative,1,zero_contact,ACTIVE_LIFT,LOCAL_R2_LIFT,1.5,3/2,1,0,0,0,1.5,3/2,1,1.510416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,755208333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333/500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,99,0.1888020833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,472005208333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333/2500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,100,1.321614583333333333333333333333333333333333333333333333333333333333333333333333333333333333333333332,330403645833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333/250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,99,5208333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333/500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,145/96,0,-1/1500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-1/20000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-3/4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1/1250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,RAWNUM_e6761395a3634ca280da8912,TYPEDRAW_a89b6afb9c834a9687528a32,DEP_cb8a37091eb775262bde4877,DEPCORE_736c7edbe569f4d62315ca2c,DEPRES_fc4c86db9f9dfe6254254243,SHAPE_b592c1501911cd6ce986cd89,755208333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333/500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000/251736111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111|0|1|0|-1/30208333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333320|-1/2013888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888,NONE,NONE
257,TPL_d2e1ea31f6dc4f155c237c1a,TOK_ccec4d7fc9efda1326300a2b,LEGAL_LOCAL_TEMPLATE,UNORDERED_TRIAD,THREE_BODY_COLOR,3,2+2+8,2|2|8,0,positive,2,positive_debit,ACTIVE_LIFT,LOCAL_R2_LIFT,2592,2592,0,1080.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1080,96,1512.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1512,96,1533.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1533,96,191.625000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1533/8,96,1341.37500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,10731/8,95,21,1533,0,0,0,0,0,RAWNUM_835805fa27a64c18334a920e,TYPEDRAW_2a5fcfab8e1c5136cd22b844,DEP_e049612b5feccfb156600952,DEPCORE_89188744179bbbebd3ab1179,DEPRES_73ca7a9ed16e954dab204089,SHAPE_d6cc353d0b726432738a35a7,2592,1|5/12|511/864|0|0|0,NONE,NONE
258,TPL_6eaa8b8e3e450a51fb8f6290,TOK_cdfecf9c70c4a937232700d1,LEGAL_LOCAL_TEMPLATE,UNORDERED_TRIAD,THREE_BODY_COLOR,3,3+8+9,3|8|9,3,negative,5,negative_credit,ACTIVE_LIFT,LOCAL_R2_LIFT,5544,5544,0,-1.537326388888888888888888888888888888888888888888888888888888888888888888888888888888888888888888889,-1537326388888888888888888888888888888888888888888888888888888888888888888888888888888888888888888889/1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,99,5545.537326388888888888888888888888888888888888888888888888888888888888888888888888888888888888888889,5545537326388888888888888888888888888888888888888888888888888888888888888888888888888888888888888889/1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,96,5738.090705777391975308641975308641975308641975308641975308641975308641975308641975308641975308641974,2869045352888695987654320987654320987654320987654320987654320987654320987654320987654320987654320987/500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,96,717.2613382221739969135802469135802469135802469135802469135802469135802469135802469135802469135802468,1793153345555434992283950617283950617283950617283950617283950617283950617283950617283950617283950617/2500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,97,5020.829367555217978395061728395061728395061728395061728395061728395061728395061728395061728395061728,156900917736100561824845679012345679012345679012345679012345679012345679012345679012345679012345679/31250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,96,38510675877700617283950617283950617283950617283950617283950617283950617283950617283950617283950617/200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,826285061631944444444444444444444444444444444444444444444444444444444444444444444444444444444444444461/144000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,111/1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-41/28800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1/20000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3/4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-1/1250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,RAWNUM_422d8fccbb811be27c426ddc,TYPEDRAW_7020c79ba0d85fe151a255d9,DEP_0b2328bedd9aefa60017ad2d,DEPCORE_5630fd5f414f0332ec320d53,DEPRES_f4194a96bdb964fe718e6694,SHAPE_12b83d32785837bd8d296bfb,2869045352888695987654320987654320987654320987654320987654320987654320987654320987654320987654320987/500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2772000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000/2869045352888695987654320987654320987654320987654320987654320987654320987654320987654320987654320987|-1537326388888888888888888888888888888888888888888888888888888888888888888888888888888888888888888889/5738090705777391975308641975308641975308641975308641975308641975308641975308641975308641975308641974000|1|111/5738090705777391975308641975308641975308641975308641975308641975308641975308641975308641975308641974000|1/114761814115547839506172839506172839506172839506172839506172839506172839506172839506172839506172839480|3/22952362823109567901234567901234567901234567901234567901234567901234567901234567901234567901234567896,NONE,NONE
259,TPL_13e4d3b7bd36b91e56ab6b82,TOK_ce7be0c469cc6c073a368cfd,REJECTED,UNORDERED_TRIAD,THREE_BODY_COLOR,3,6+6+6,6|6|6,0,neutral,0,positive_debit,ZERO_SUPPORT,ZERO_SUPPORT_NONLOCAL_OR_REJECTED,3888,3888,0,4860.00,4860,2,-972.00,-972,2,0,0,0,0,0,0,0,0,0,972,0,0,0,0,0,0,RAWNUM_4aa0f003448921912784f29b,TYPEDRAW_962f141216abf68ecb70e9c1,DEP_f105c61736f14ca4b06c4108,DEPCORE_c50c1b0a9889f83be6438b74,DEPRES_73ca7a9ed16e954dab204089,SHAPE_aca101b390433fda81ae9569,4860,4/5|1|0|0|0|0,NONE,NONE
260,TPL_2b40a36eeb0a2bce4c36c52c,TOK_cf1919031d51013b58e30306,LEGAL_LOCAL_TEMPLATE,UNARY_DIRECT,ONE_BODY_DIRECT,1,12,12,0,negative,12,zero_contact,ACTIVE_LIFT,LOCAL_R2_LIFT,18.0,18,1,0,0,0,18.0,18,1,19.49999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,1949999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999/100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,98,2.437499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,2437499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999/1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,99,17.06249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,1706249999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999/100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,98,149999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999/100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,39/2,0,-1/100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1/4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-1/800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1/1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,RAWNUM_9032b07e549082af843e9939,TYPEDRAW_bff902fe96b4f6815f254b72,DEP_7cce14b52bc9c9d1303ebf45,DEPCORE_0589fbdf8e2bf03e8802dc20,DEPRES_75774de63bac6860efcfe05f,SHAPE_5e90dff78e605adc11453597,1949999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999/100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000/1949999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999|0|1|0|1/77999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999960|-1/15599999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999992,NONE,NONE
261,TPL_0ac13fd9870897ac6d4cc5f8,TOK_cf8150edaa7bd5cda911bee4,LEGAL_LOCAL_TEMPLATE,UNORDERED_TRIAD,THREE_BODY_COLOR,3,2+3+9,2|3|9,3,negative,1,negative_credit,ACTIVE_LIFT,LOCAL_R2_LIFT,3384,3384,0,-0.2855902777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777,-2855902777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777/10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,100,3384.285590277777777777777777777777777777777777777777777777777777777777777777777777777777777777777778,1692142795138888888888888888888888888888888888888888888888888888888888888888888888888888888888888889/500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,96,3407.787573543595679012345679012345679012345679012345679012345679012345679012345679012345679012345678,1703893786771797839506172839506172839506172839506172839506172839506172839506172839506172839506172839/500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,96,425.9734466929494598765432098765432098765432098765432098765432098765432098765432098765432098765432098,2129867233464747299382716049382716049382716049382716049382716049382716049382716049382716049382716049/5000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,97,2981.814126850646219135802469135802469135802469135802469135802469135802469135802469135802469135802469,2981814126850646219135802469135802469135802469135802469135802469135802469135802469135802469135802469/1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,96,235019832658179012345679012345679012345679012345679012345679012345679012345679012345679012345679/10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,49072141059027777777777777777777777777777777777777777777777777777777777777777777777777777777777777781/14400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2223/10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-89/72000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1/20000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,3/4000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-1/1250000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,RAWNUM_f8db1fb7d2f85a55ac25be47,TYPEDRAW_e747b2df651be845f2e328df,DEP_474244754f8a4c074182d7a9,DEPCORE_b7abdd3f8e0176a2f01680f9,DEPRES_08a75a5f230da3618fb34f9d,SHAPE_2d4b549f82851044da8af7f6,1703893786771797839506172839506172839506172839506172839506172839506172839506172839506172839506172839/500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1692000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000/1703893786771797839506172839506172839506172839506172839506172839506172839506172839506172839506172839|-2855902777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777/34077875735435956790123456790123456790123456790123456790123456790123456790123456790123456790123456780000|1|2223/34077875735435956790123456790123456790123456790123456790123456790123456790123456790123456790123456780000|1/68155751470871913580246913580246913580246913580246913580246913580246913580246913580246913580246913560|3/13631150294174382716049382716049382716049382716049382716049382716049382716049382716049382716049382712,NONE,NONE
262,TPL_1096cc15d3fdedcfe912216b,TOK_d03e6c47b87df617c783889e,LEGAL_LOCAL_TEMPLATE,UNORDERED_TRIAD,THREE_BODY_COLOR,3,1+4+9,1|4|9,3,negative,3,negative_credit,ACTIVE_LIFT,LOCAL_R2_LIFT,3528,3528,0,-0.6380208333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333334,-3190104166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667/5000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,100,3528.638020833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,3528638020833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333/1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,96,3602.151312934027777777777777777777777777777777777777777777777777777777777777777777777777777777777776,225134457058376736111111111111111111111111111111111111111111111111111111111111111111111111111111111/62500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,96,450.268914116753472222222222222222222222222222222222222222222222222222222222222222222222222222222222,225134457058376736111111111111111111111111111111111111111111111111111111111111111111111111111111111/500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,96,3151.882398817274305555555555555555555555555555555555555555555555555555555555555555555555555555555554,1575941199408637152777777777777777777777777777777777777777777777777777777777777777777777777777777777/500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,96,73513292100694444444444444444444444444444444444444444444444444444444444444444444444444444444444443/1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,57634421006944444444444444444444444444444444444444444444444444444444444444444444444444444444444444439/16000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-1667/5000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-23/16000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0,0,RAWNUM_26c8a605a07e0bd974aaec44,TYPEDRAW_30bfc901c2f42e8cb7823aae,DEP_2c66f9a466a36060ca1650e0,DEPCORE_f9aef145ef980137300347a9,DEPRES_0b74dbfd672bc344f4610ede,SHAPE_07693e05f65387d378206c41,225134457058376736111111111111111111111111111111111111111111111111111111111111111111111111111111111/62500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,73500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000/75044819019458912037037037037037037037037037037037037037037037037037037037037037037037037037037037|-3190104166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667/18010756564670138888888888888888888888888888888888888888888888888888888888888888888888888888888888880000|1|-1667/18010756564670138888888888888888888888888888888888888888888888888888888888888888888888888888888888880000|0|0,NONE,NONE
263,TPL_fd4567a16909c6d0100564cc,TOK_d0774c00cf20b1ac70adba09,LEGAL_LOCAL_TEMPLATE,ORDERED_PAIR,TWO_BODY_PAIR,2,1+2,1|2,3,negative,1,negative_credit,ACTIVE_LIFT,LOCAL_R2_LIFT,27,27,0,-0.005208333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,-5208333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333/1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,102,27.00520833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,2700520833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333/100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,98,27.19274450231481481481481481481481481481481481481481481481481481481481481481481481481481481481481480,67981861255787037037037037037037037037037037037037037037037037037037037037037037037037037037037037/2500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,98,3.39909306278935185185185185185185185185185185185185185185185185185185185185185185185185185185185185,67981861255787037037037037037037037037037037037037037037037037037037037037037037037037037037037037/20000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,98,23.79365143952546296296296296296296296296296296296296296296296296296296296296296296296296296296296295,475873028790509259259259259259259259259259259259259259259259259259259259259259259259259259259259259/20000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,98,18753616898148148148148148148148148148148148148148148148148148148148148148148148148148148148148147/100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,26105034722222222222222222222222222222222222222222222222222222222222222222222222222222222222222222219/960000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-3333/1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-11/960000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,0,0,RAWNUM_87bb984747d25d04e8d89f94,TYPEDRAW_85eb4fab8e19f9ac3920b32d,DEP_f7ab1da9b90016cb4a2c823a,DEPCORE_dfbf503037781143796853e4,DEPRES_65551fe2d1ada83ad9af6499,SHAPE_55209435d4edb457f4426260,67981861255787037037037037037037037037037037037037037037037037037037037037037037037037037037037037/2500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000/7553540139531893004115226337448559670781893004115226337448559670781893004115226337448559670781893|-1736111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111/9064248167438271604938271604938271604938271604938271604938271604938271604938271604938271604938271600000|1|-1111/9064248167438271604938271604938271604938271604938271604938271604938271604938271604938271604938271600000|0|0,NONE,NONE
264,TPL_6e1dec55bebc19dca54cdea5,TOK_d0d51441862226f488fc538a,LEGAL_LOCAL_TEMPLATE,UNARY_CONJUGATE,ONE_BODY_CONJUGATE,1,3,3,0,positive,3,positive_debit,ACTIVE_LIFT,LOCAL_R2_LIFT,4.5,9/2,1,1.125,9/8,3,3.375,27/8,3,3.445312499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,3445312499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999/1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,99,0.4306640624999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,4306640624999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999/10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,100,3.014648437499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,3014648437499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999/1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,99,70312499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999/1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,441/128,0,-1/1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1/40000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-1/8000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1/10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,RAWNUM_1fb9f82acef6ca4ea11753f3,TYPEDRAW_402c1f81aa1d717e11bd43b5,DEP_3b48564ae564b1ecdaa6b1fb,DEPCORE_8a2ce2ce0b21a26b48740cdc,DEPRES_af6c8ca56ec078e21e0fbf31,SHAPE_56453b4d3c9cedc1ea72db34,9/2,1|1/4|3445312499999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999/4500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|0|1/180000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|-1/36000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,NONE,NONE
265,TPL_87843d12de9af4e572a6fe82,TOK_d1187e6f5127f3b7490a01d8,REJECTED,EXPLICIT_CONTROL,REJECTED_CONTROL,0,1,,0,neutral,0,none,ZERO_FEE,ZERO_SUPPORT_NONLOCAL_OR_REJECTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RAWNUM_8462963cd509903a12729896,TYPEDRAW_45c00561a33040b8291efd18,DEP_e546bab458df71c743a9276f,DEPCORE_d16eb49fda677ceeef042ceb,DEPRES_73ca7a9ed16e954dab204089,SHAPE_579ee4bf136113892323a924,0,0|0|0|0|0|0,NONE,NONE
