galaxy,n_points,R_outer_kpc,rho_half,rho_90,c_SAM,f_halo_inner,f_halo_outer,slope_outer_log_X_log_r,M_halo_outer_measured,M_halo_outer_sealed_X_inf,Vbar_outer_kms,Vobs_outer_kms,config
UGC07323,10,5.82,1.0,,1.0,0.5742971936765812,0.6346000674185518,0.31929479172751457,6292312355.52476,11521412931.928362,51.74376145971608,85.6,late_saturating_halo
UGC07399,10,6.13,1.0,1.0,1.0,0.7687530673269893,0.8989984202563189,0.3302311416786376,14396959367.31994,5143599398.790025,33.6875904451476,106.0,late_saturating_halo
UGC07524,31,10.69,1.0,0.05963363140794076,1.0,0.4262193769290124,0.6909782406665599,-0.9661987524570838,10718546700.116951,15243605955.986061,43.91588323146877,79.0,late_saturating_halo
UGC07559,7,2.53,1.0,0.7082064432600209,1.0,0.38434181971731546,0.6212546947331645,-0.1977053500313077,376564967.99514526,730036559.2235131,19.755074031751942,32.1,late_saturating_halo
UGC07577,9,1.69,0.273124208316036,0.1546886391685804,3.661337843926619,0.813667105150276,0.51514060724656,3.461303427691612,64134563.03433462,191959357.54758877,12.394468524305509,17.8,early_saturating_halo
UGC07603,12,4.11,1.0,0.23906894972431947,1.0,0.445437968554769,0.8746736083984374,0.8712257107862476,3423634844.9514174,1559951409.2645514,22.656939334340816,64.0,late_saturating_halo
UGC07608,8,4.78,1.0,0.1268431034527491,1.0,0.68265715894164,0.8513337456194598,-0.5557915777650326,4543953303.8357,2523326976.6816797,26.720183382604244,69.3,late_saturating_halo
UGC07690,7,4.13,1.0,,1.0,0.48103328801368367,0.6842096319456222,0.3626194484454184,2053064040.6332612,3013278772.552786,31.413132604055903,55.9,late_saturating_halo
UGC07866,7,2.32,1.0,0.20274705211672983,1.0,0.6464277076054824,0.6903123830560145,0.22169359851035203,407970989.3952676,582015536.3771853,18.420012214979664,33.1,late_saturating_halo
UGC08286,17,8.04,1.0,1.0,1.0,0.7657915347780213,0.8496913666240296,0.4519555905481256,11287871294.21448,6349826945.683588,32.6828211756574,84.3,late_saturating_halo
UGC08490,30,10.15,1.0,0.05966988201717702,1.0,0.7414732237751088,0.8793126926347115,0.4407540249455903,12496041884.159399,5454034088.134837,26.95830113341714,77.6,late_saturating_halo
UGC08550,11,5.36,1.0,1.0,1.0,0.74899648,0.8164161663516069,-0.5375946281253424,3363966949.3200283,2405479604.8836184,24.636843344876795,57.5,late_saturating_halo
UGC08699,41,25.7,0.17817918352229573,0.6200420666070671,5.612327883828635,0.22827055574792252,0.8169531586491087,1.4421609101643407,163482813934.95798,116483472029.50539,78.29467204095053,183.0,early_saturating_halo
UGC08837,8,4.2,0.22454309902924846,,4.453488013317846,0.08041286695698231,0.6268313585069445,1.0353094880094456,1410334485.0275874,2669953341.455646,29.322014767065376,48.0,early_saturating_halo
UGC09037,22,27.96,0.498433796808448,,2.0062844983690136,0.0,0.5794759154259003,0.9156848963925671,87036091184.8888,200854692448.14706,98.56869913922979,152.0,rising_edge_halo
UGC09133,68,108.31,0.004878170828730875,0.44007464117148043,204.99487105091072,0.6827707234427693,0.829016278865773,0.5819679453275158,1094818744561.2208,718060521653.9886,94.69190736277308,229.0,early_saturating_halo
UGC09992,5,3.89,1.0,0.20659368703787487,1.0,0.6870858398449868,0.5315695416025635,-0.3025039772613949,565636693.7462071,1585074695.4132965,23.475599033890486,34.3,late_saturating_halo
UGC10310,7,7.74,1.0,0.8383453656533033,1.0,0.7837842030773697,0.7045370774732002,-0.6441474447056121,6793704012.639188,9060097625.502514,39.78895889565345,73.2,late_saturating_halo
UGC11455,36,41.93,0.10289276994998635,,9.718855858250054,0.0,0.6676071492170276,1.9190459555000696,460520279684.6482,729132698988.5326,153.35836641670383,266.0,early_saturating_halo
UGC11557,12,10.56,0.9741140697955075,,1.0265738182078887,0.0,0.4060953748118064,0.5159566243659387,7119426725.971948,33110124125.35952,65.1201005834604,84.5,late_saturating_halo
UGC11820,10,15.82,1.0,1.0,1.0,0.8579439453125,0.8042742911066312,0.3388489516227887,21098404716.211224,16327527615.309317,37.361438676796155,84.45,late_saturating_halo
UGC11914,65,9.83,0.6329387802301198,,1.5799316319920014,0.0,0.6031763776404193,1.4119421201854807,128244032837.21353,268298027022.5878,192.1315108721107,305.0,rising_edge_halo
UGC12506,31,49.99,1.0,1.0,1.0,0.9475430692636911,0.7313991841975309,0.047649951471994176,430370297021.5606,502599747021.3654,116.61010376463955,225.0,late_saturating_halo
UGC12632,15,10.66,1.0,1.0,1.0,0.8249570427506414,0.7485156008765609,-0.9013007599687572,9913624395.069878,10591800024.538994,36.658348980825636,73.1,late_saturating_halo
UGC12732,16,15.4,1.0,1.0,1.0,0.8143810916179337,0.7768850010412328,-0.8441292398785907,26715865867.92098,24398796475.49007,46.2903494262033,98.0,late_saturating_halo
UGCA281,7,1.08,1.0,0.17865614345239583,1.0,0.7924122448979593,0.7253916690606148,0.3600395991058065,158518515.38395366,190830707.86414975,15.458910052134982,29.5,late_saturating_halo
UGCA442,8,6.33,1.0,1.0,1.0,0.8257235667526285,0.894446017699115,1.5003148969878959,4202370951.496311,1577037403.2890716,18.35632588510021,56.5,late_saturating_halo
UGCA444,36,2.62,1.0,0.403910481130409,1.0,0.9527415790275873,0.8605912167919885,1.2766538601733213,769016032.1885368,396146425.11933523,14.300256990697754,38.3,late_saturating_halo
