candidate_id,bin,route_combination,operator_class,route_class,partition_signature,closure_depth,q_sign,q_abs,native_charge_axis,spin_or_hand_class,color_or_owner_closure,closure_status,stability_status,M_native,surface_sign,surface_depth,surface_packet_address,S_debit_or_credit,M_observed_candidate,qA_source_support,tensor_carrier_support,retained_write_support,matter_row_allowed,known_match,promotion_status,Column1
QP093A-0073,antimatter_conjugate_rows,"anti(plus_single_write[p=1,g=0])",V4_1_SINGLE_WRITE,conjugate_single_write,1,0,negative,1,conjugate_axis,fermion_half_write,owner_closed_conjugate,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,1.25,negative_credit,depth=0,V4_1_SINGLE_WRITE|depth=0|q_abs=1,-0.104166667,1.354166667,1.363570602,0.170446325,1.193124277,yes,,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,
QP093A-0074,antimatter_conjugate_rows,"anti(minus_single_write[p=1,g=0])",V4_1_SINGLE_WRITE,conjugate_single_write,1,0,positive,1,conjugate_axis,fermion_half_write,owner_closed_conjugate,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,1.5,positive_debit,depth=0,V4_1_SINGLE_WRITE|depth=0|q_abs=1,0.125,1.375,1.384548611,0.173068576,1.211480035,yes,,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,
QP093A-0075,antimatter_conjugate_rows,"anti(plus_single_write[p=2,g=0])",V4_1_SINGLE_WRITE,conjugate_single_write,2,0,negative,2,conjugate_axis,fermion_half_write,owner_closed_conjugate,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,2.5,negative_credit,depth=0,V4_1_SINGLE_WRITE|depth=0|q_abs=2,-0.416666667,2.916666667,2.957175926,0.369646991,2.587528935,yes,,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,
QP093A-0076,antimatter_conjugate_rows,"anti(minus_single_write[p=2,g=0])",V4_1_SINGLE_WRITE,conjugate_single_write,2,0,positive,2,conjugate_axis,fermion_half_write,owner_closed_conjugate,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,3,positive_debit,depth=0,V4_1_SINGLE_WRITE|depth=0|q_abs=2,0.5,2.5,2.534722222,0.316840278,2.217881944,yes,,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,
QP093A-0077,antimatter_conjugate_rows,"anti(plus_single_write[p=3,g=0])",V4_1_SINGLE_WRITE,conjugate_single_write,3,0,negative,3,conjugate_axis,fermion_half_write,owner_closed_conjugate,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,3.75,negative_credit,depth=0,V4_1_SINGLE_WRITE|depth=0|q_abs=3,-0.9375,4.6875,4.78515625,0.598144531,4.187011719,yes,,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,
QP093A-0078,antimatter_conjugate_rows,"anti(minus_single_write[p=3,g=0])",V4_1_SINGLE_WRITE,conjugate_single_write,3,0,positive,3,conjugate_axis,fermion_half_write,owner_closed_conjugate,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,4.5,positive_debit,depth=0,V4_1_SINGLE_WRITE|depth=0|q_abs=3,1.125,3.375,3.4453125,0.430664062,3.014648437,yes,,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,
QP093A-0079,antimatter_conjugate_rows,"anti(plus_single_write[p=4,g=0])",V4_1_SINGLE_WRITE,conjugate_single_write,4,0,negative,4,conjugate_axis,fermion_half_write,owner_closed_conjugate,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,5,negative_credit,depth=0,V4_1_SINGLE_WRITE|depth=0|q_abs=4,-1.666666667,6.666666667,6.851851852,0.856481481,5.99537037,yes,,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,
QP093A-0080,antimatter_conjugate_rows,"anti(minus_single_write[p=4,g=0])",V4_1_SINGLE_WRITE,conjugate_single_write,4,0,positive,4,conjugate_axis,fermion_half_write,owner_closed_conjugate,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,6,positive_debit,depth=0,V4_1_SINGLE_WRITE|depth=0|q_abs=4,2,4,4.111111111,0.513888889,3.597222222,yes,,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,
QP093A-0081,antimatter_conjugate_rows,"anti(plus_single_write[p=6,g=0])",V4_1_SINGLE_WRITE,conjugate_single_write,6,0,negative,6,conjugate_axis,fermion_half_write,owner_closed_conjugate,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,7.5,negative_credit,depth=0,V4_1_SINGLE_WRITE|depth=0|q_abs=6,-3.75,11.25,11.71875,1.46484375,10.25390625,yes,,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,
QP093A-0082,antimatter_conjugate_rows,"anti(minus_single_write[p=6,g=0])",V4_1_SINGLE_WRITE,conjugate_single_write,6,0,positive,6,conjugate_axis,fermion_half_write,owner_closed_conjugate,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,9,positive_debit,depth=0,V4_1_SINGLE_WRITE|depth=0|q_abs=6,4.5,4.5,4.6875,0.5859375,4.1015625,yes,,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,
QP093A-0083,antimatter_conjugate_rows,"anti(plus_single_write[p=8,g=0])",V4_1_SINGLE_WRITE,conjugate_single_write,8,0,negative,8,conjugate_axis,fermion_half_write,owner_closed_conjugate,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,10,negative_credit,depth=0,V4_1_SINGLE_WRITE|depth=0|q_abs=8,-6.666666667,16.66666667,17.59259259,2.199074074,15.39351852,yes,,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,
QP093A-0084,antimatter_conjugate_rows,"anti(minus_single_write[p=8,g=0])",V4_1_SINGLE_WRITE,conjugate_single_write,8,0,positive,8,conjugate_axis,fermion_half_write,owner_closed_conjugate,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,12,positive_debit,depth=0,V4_1_SINGLE_WRITE|depth=0|q_abs=8,8,4,4.222222222,0.527777778,3.694444444,yes,,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,
QP093A-0085,antimatter_conjugate_rows,"anti(plus_single_write[p=9,g=0])",V4_1_SINGLE_WRITE,conjugate_single_write,9,0,negative,9,conjugate_axis,fermion_half_write,owner_closed_conjugate,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,11.25,negative_credit,depth=0,V4_1_SINGLE_WRITE|depth=0|q_abs=9,-8.4375,19.6875,20.91796875,2.614746094,18.30322266,yes,,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,
QP093A-0086,antimatter_conjugate_rows,"anti(minus_single_write[p=9,g=0])",V4_1_SINGLE_WRITE,conjugate_single_write,9,0,positive,9,conjugate_axis,fermion_half_write,owner_closed_conjugate,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,13.5,positive_debit,depth=0,V4_1_SINGLE_WRITE|depth=0|q_abs=9,10.125,3.375,3.5859375,0.448242188,3.137695313,yes,,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,
QP093A-0087,antimatter_conjugate_rows,"anti(plus_single_write[p=12,g=0])",V4_1_SINGLE_WRITE,conjugate_single_write,12,0,negative,12,conjugate_axis,fermion_half_write,owner_closed_conjugate,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,15,negative_credit,depth=0,V4_1_SINGLE_WRITE|depth=0|q_abs=12,-15,30,32.5,4.0625,28.4375,yes,,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,
QP093A-0088,antimatter_conjugate_rows,"anti(minus_single_write[p=12,g=0])",V4_1_SINGLE_WRITE,conjugate_single_write,12,0,positive,12,conjugate_axis,fermion_half_write,owner_closed_conjugate,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,18,positive_debit,depth=0,V4_1_SINGLE_WRITE|depth=0|q_abs=12,18,0,0,0,0,yes,,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,
QP093A-0089,antimatter_conjugate_rows,"anti(plus_single_write[p=1,g=1])",V4_1_SINGLE_WRITE,conjugate_single_write,1,1,negative,1,conjugate_axis,fermion_half_write,owner_closed_conjugate,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,15,negative_credit,depth=1,V4_1_SINGLE_WRITE|depth=1|q_abs=1,-0.104166667,15.10416667,15.20905671,1.901132089,13.30792462,yes,,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,
QP093A-0090,antimatter_conjugate_rows,"anti(minus_single_write[p=1,g=1])",V4_1_SINGLE_WRITE,conjugate_single_write,1,1,positive,1,conjugate_axis,fermion_half_write,owner_closed_conjugate,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,18,positive_debit,depth=1,V4_1_SINGLE_WRITE|depth=1|q_abs=1,0.125,17.875,17.99913194,2.249891493,15.74924045,yes,,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,
QP093A-0091,antimatter_conjugate_rows,"anti(plus_single_write[p=2,g=1])",V4_1_SINGLE_WRITE,conjugate_single_write,2,1,negative,2,conjugate_axis,fermion_half_write,owner_closed_conjugate,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,30,negative_credit,depth=1,V4_1_SINGLE_WRITE|depth=1|q_abs=2,-0.416666667,30.41666667,30.83912037,3.854890046,26.98423032,yes,,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,
QP093A-0092,antimatter_conjugate_rows,"anti(minus_single_write[p=2,g=1])",V4_1_SINGLE_WRITE,conjugate_single_write,2,1,positive,2,conjugate_axis,fermion_half_write,owner_closed_conjugate,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,36,positive_debit,depth=1,V4_1_SINGLE_WRITE|depth=1|q_abs=2,0.5,35.5,35.99305556,4.499131944,31.49392361,yes,,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,
QP093A-0093,antimatter_conjugate_rows,"anti(plus_single_write[p=3,g=1])",V4_1_SINGLE_WRITE,conjugate_single_write,3,1,negative,3,conjugate_axis,fermion_half_write,owner_closed_conjugate,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,45,negative_credit,depth=1,V4_1_SINGLE_WRITE|depth=1|q_abs=3,-0.9375,45.9375,46.89453125,5.861816406,41.03271484,yes,,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,
QP093A-0094,antimatter_conjugate_rows,"anti(minus_single_write[p=3,g=1])",V4_1_SINGLE_WRITE,conjugate_single_write,3,1,positive,3,conjugate_axis,fermion_half_write,owner_closed_conjugate,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,54,positive_debit,depth=1,V4_1_SINGLE_WRITE|depth=1|q_abs=3,1.125,52.875,53.9765625,6.747070312,47.22949219,yes,,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,
QP093A-0095,antimatter_conjugate_rows,"anti(plus_single_write[p=4,g=1])",V4_1_SINGLE_WRITE,conjugate_single_write,4,1,negative,4,conjugate_axis,fermion_half_write,owner_closed_conjugate,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,60,negative_credit,depth=1,V4_1_SINGLE_WRITE|depth=1|q_abs=4,-1.666666667,61.66666667,63.37962963,7.922453704,55.45717593,yes,,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,
QP093A-0096,antimatter_conjugate_rows,"anti(minus_single_write[p=4,g=1])",V4_1_SINGLE_WRITE,conjugate_single_write,4,1,positive,4,conjugate_axis,fermion_half_write,owner_closed_conjugate,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,72,positive_debit,depth=1,V4_1_SINGLE_WRITE|depth=1|q_abs=4,2,70,71.94444444,8.993055556,62.95138889,yes,,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,
QP093A-0097,antimatter_conjugate_rows,"anti(plus_single_write[p=6,g=1])",V4_1_SINGLE_WRITE,conjugate_single_write,6,1,negative,6,conjugate_axis,fermion_half_write,owner_closed_conjugate,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,90,negative_credit,depth=1,V4_1_SINGLE_WRITE|depth=1|q_abs=6,-3.75,93.75,97.65625,12.20703125,85.44921875,yes,,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,
QP093A-0098,antimatter_conjugate_rows,"anti(minus_single_write[p=6,g=1])",V4_1_SINGLE_WRITE,conjugate_single_write,6,1,positive,6,conjugate_axis,fermion_half_write,owner_closed_conjugate,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,108,positive_debit,depth=1,V4_1_SINGLE_WRITE|depth=1|q_abs=6,4.5,103.5,107.8125,13.4765625,94.3359375,yes,,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,
QP093A-0099,antimatter_conjugate_rows,"anti(plus_single_write[p=8,g=1])",V4_1_SINGLE_WRITE,conjugate_single_write,8,1,negative,8,conjugate_axis,fermion_half_write,owner_closed_conjugate,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,120,negative_credit,depth=1,V4_1_SINGLE_WRITE|depth=1|q_abs=8,-6.666666667,126.6666667,133.7037037,16.71296296,116.9907407,yes,,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,
QP093A-0100,antimatter_conjugate_rows,"anti(minus_single_write[p=8,g=1])",V4_1_SINGLE_WRITE,conjugate_single_write,8,1,positive,8,conjugate_axis,fermion_half_write,owner_closed_conjugate,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,144,positive_debit,depth=1,V4_1_SINGLE_WRITE|depth=1|q_abs=8,8,136,143.5555556,17.94444444,125.6111111,yes,,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,
QP093A-0101,antimatter_conjugate_rows,"anti(plus_single_write[p=9,g=1])",V4_1_SINGLE_WRITE,conjugate_single_write,9,1,negative,9,conjugate_axis,fermion_half_write,owner_closed_conjugate,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,135,negative_credit,depth=1,V4_1_SINGLE_WRITE|depth=1|q_abs=9,-8.4375,143.4375,152.4023438,19.05029297,133.3520508,yes,,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,
QP093A-0102,antimatter_conjugate_rows,"anti(minus_single_write[p=9,g=1])",V4_1_SINGLE_WRITE,conjugate_single_write,9,1,positive,9,conjugate_axis,fermion_half_write,owner_closed_conjugate,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,162,positive_debit,depth=1,V4_1_SINGLE_WRITE|depth=1|q_abs=9,10.125,151.875,161.3671875,20.17089844,141.1962891,yes,,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,
QP093A-0103,antimatter_conjugate_rows,"anti(plus_single_write[p=12,g=1])",V4_1_SINGLE_WRITE,conjugate_single_write,12,1,negative,12,conjugate_axis,fermion_half_write,owner_closed_conjugate,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,180,negative_credit,depth=1,V4_1_SINGLE_WRITE|depth=1|q_abs=12,-15,195,211.25,26.40625,184.84375,yes,,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,
QP093A-0104,antimatter_conjugate_rows,"anti(minus_single_write[p=12,g=1])",V4_1_SINGLE_WRITE,conjugate_single_write,12,1,positive,12,conjugate_axis,fermion_half_write,owner_closed_conjugate,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,216,positive_debit,depth=1,V4_1_SINGLE_WRITE|depth=1|q_abs=12,18,198,214.5,26.8125,187.6875,yes,,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,
QP093A-0105,antimatter_conjugate_rows,"anti(plus_single_write[p=1,g=2])",V4_1_SINGLE_WRITE,conjugate_single_write,1,2,negative,1,conjugate_axis,fermion_half_write,owner_closed_conjugate,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,180,negative_credit,depth=2,V4_1_SINGLE_WRITE|depth=2|q_abs=1,-0.104166667,180.1041667,181.35489,22.66936126,158.6855288,yes,,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,
QP093A-0106,antimatter_conjugate_rows,"anti(minus_single_write[p=1,g=2])",V4_1_SINGLE_WRITE,conjugate_single_write,1,2,positive,1,conjugate_axis,fermion_half_write,owner_closed_conjugate,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,216,positive_debit,depth=2,V4_1_SINGLE_WRITE|depth=2|q_abs=1,0.125,215.875,217.3741319,27.17176649,190.2023655,yes,,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,
QP093A-0107,antimatter_conjugate_rows,"anti(plus_single_write[p=2,g=2])",V4_1_SINGLE_WRITE,conjugate_single_write,2,2,negative,2,conjugate_axis,fermion_half_write,owner_closed_conjugate,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,360,negative_credit,depth=2,V4_1_SINGLE_WRITE|depth=2|q_abs=2,-0.416666667,360.4166667,365.4224537,45.67780671,319.744647,yes,,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,
QP093A-0108,antimatter_conjugate_rows,"anti(minus_single_write[p=2,g=2])",V4_1_SINGLE_WRITE,conjugate_single_write,2,2,positive,2,conjugate_axis,fermion_half_write,owner_closed_conjugate,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,432,positive_debit,depth=2,V4_1_SINGLE_WRITE|depth=2|q_abs=2,0.5,431.5,437.4930556,54.68663194,382.8064236,yes,,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,
QP093A-0109,antimatter_conjugate_rows,"anti(plus_single_write[p=3,g=2])",V4_1_SINGLE_WRITE,conjugate_single_write,3,2,negative,3,conjugate_axis,fermion_half_write,owner_closed_conjugate,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,540,negative_credit,depth=2,V4_1_SINGLE_WRITE|depth=2|q_abs=3,-0.9375,540.9375,552.2070312,69.02587891,483.1811523,yes,,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,
QP093A-0110,antimatter_conjugate_rows,"anti(minus_single_write[p=3,g=2])",V4_1_SINGLE_WRITE,conjugate_single_write,3,2,positive,3,conjugate_axis,fermion_half_write,owner_closed_conjugate,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,648,positive_debit,depth=2,V4_1_SINGLE_WRITE|depth=2|q_abs=3,1.125,646.875,660.3515625,82.54394531,577.8076172,yes,,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,
QP093A-0111,antimatter_conjugate_rows,"anti(plus_single_write[p=4,g=2])",V4_1_SINGLE_WRITE,conjugate_single_write,4,2,negative,4,conjugate_axis,fermion_half_write,owner_closed_conjugate,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,720,negative_credit,depth=2,V4_1_SINGLE_WRITE|depth=2|q_abs=4,-1.666666667,721.6666667,741.712963,92.71412037,648.9988426,yes,,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,
QP093A-0112,antimatter_conjugate_rows,"anti(minus_single_write[p=4,g=2])",V4_1_SINGLE_WRITE,conjugate_single_write,4,2,positive,4,conjugate_axis,fermion_half_write,owner_closed_conjugate,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,864,positive_debit,depth=2,V4_1_SINGLE_WRITE|depth=2|q_abs=4,2,862,885.9444444,110.7430556,775.2013889,yes,,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,
QP093A-0113,antimatter_conjugate_rows,"anti(plus_single_write[p=6,g=2])",V4_1_SINGLE_WRITE,conjugate_single_write,6,2,negative,6,conjugate_axis,fermion_half_write,owner_closed_conjugate,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,1080,negative_credit,depth=2,V4_1_SINGLE_WRITE|depth=2|q_abs=6,-3.75,1083.75,1128.90625,141.1132813,987.7929688,yes,,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,
QP093A-0114,antimatter_conjugate_rows,"anti(minus_single_write[p=6,g=2])",V4_1_SINGLE_WRITE,conjugate_single_write,6,2,positive,6,conjugate_axis,fermion_half_write,owner_closed_conjugate,CLOSED_CONJUGATE_WRITE,ANTIMATTER_STABLE_CONJUGATE,1296,positive_debit,depth=2,V4_1_SINGLE_WRITE|depth=2|q_abs=6,4.5,1291.5,1345.3125,168.1640625,1177.148438,yes,,ANTIMATTER_ROW_ALLOWED_AFTER_SURFACE_GATE,
QP093A-0115,bound_composite_rows,color_triad[1+1+1],GROUND_BARYON_3BODY,three_owner_color_closure,1+1+1,0,positive,1,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_STABLE_CANDIDATE,108,positive_debit,depth=0,GROUND_BARYON_3BODY|depth=0|q_abs=1,36,72,72.5,9.0625,63.4375,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0116,bound_composite_rows,color_triad[1+1+2],OCTET_COMPOSITE,three_owner_color_closure,1+1+2,3,positive,2,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,216,positive_debit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=2,0.028645833,215.9713542,218.9709563,27.37136954,191.5995868,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0117,bound_composite_rows,color_triad[1+1+3],OCTET_COMPOSITE,three_owner_color_closure,1+1+3,3,neutral,0,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,396,positive_debit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=0,0.243489583,395.7565104,395.7565104,49.4695638,346.2869466,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0118,bound_composite_rows,color_triad[1+1+4],GROUND_BARYON_3BODY,three_owner_color_closure,1+1+4,0,positive,1,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_STABLE_CANDIDATE,648,positive_debit,depth=0,GROUND_BARYON_3BODY|depth=0|q_abs=1,216,432,435,54.375,380.625,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0119,bound_composite_rows,color_triad[1+1+6],OCTET_COMPOSITE,three_owner_color_closure,1+1+6,3,neutral,0,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,1368,positive_debit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=0,0.841145833,1367.158854,1367.158854,170.8948568,1196.263997,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0120,bound_composite_rows,color_triad[1+1+8],OCTET_COMPOSITE,three_owner_color_closure,1+1+8,3,positive,2,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,2376,positive_debit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=2,0.315104167,2375.684896,2408.680519,301.0850649,2107.595454,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0121,bound_composite_rows,color_triad[1+1+9],OCTET_COMPOSITE,three_owner_color_closure,1+1+9,3,neutral,0,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,2988,positive_debit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=0,1.837239583,2986.16276,2986.16276,373.2703451,2612.892415,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0122,bound_composite_rows,color_triad[1+1+12],OCTET_COMPOSITE,three_owner_color_closure,1+1+12,3,neutral,0,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,5256,positive_debit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=0,3.231770833,5252.768229,5252.768229,656.5960286,4596.172201,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0123,bound_composite_rows,color_triad[1+2+2],OCTET_COMPOSITE,three_owner_color_closure,1+2+2,3,positive,1,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,324,positive_debit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=1,0.02734375,323.9726563,326.2224664,40.7778083,285.4446581,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0124,bound_composite_rows,color_triad[1+2+3],GROUND_BARYON_3BODY,three_owner_color_closure,1+2+3,0,negative,1,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_STABLE_CANDIDATE,504,negative_credit,depth=0,GROUND_BARYON_3BODY|depth=0|q_abs=1,-168,672,676.6666667,84.58333333,592.0833333,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0125,bound_composite_rows,color_triad[1+2+4],OCTET_COMPOSITE,three_owner_color_closure,1+2+4,3,neutral,0,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,756,positive_debit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=0,0.46484375,755.5351563,755.5351563,94.44189453,661.0932617,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0126,bound_composite_rows,color_triad[1+2+6],GROUND_BARYON_3BODY,three_owner_color_closure,1+2+6,0,negative,1,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_STABLE_CANDIDATE,1476,negative_credit,depth=0,GROUND_BARYON_3BODY|depth=0|q_abs=1,-492,1968,1981.666667,247.7083333,1733.958333,yes,,BOUND_MATTER_ROW_ALLOWED,
QP093A-0127,bound_composite_rows,color_triad[1+2+8],OCTET_COMPOSITE,three_owner_color_closure,1+2+8,3,positive,1,triadic_charge_axis,fermion_baryon_half_write,color_owner_closed,CLOSED_THREE_OWNER_WRITE,BOUND_COLOR_CLOSED_HEAVY_CANDIDATE,2484,positive_debit,depth=3,OCTET_COMPOSITE|depth=3|q_abs=1,0.209635417,2483.790365,2501.038909,312.6298636,2188.409045,yes,,BOUND_MATTER_ROW_ALLOWED,
