ell,Dl_planck,sigma_planck,Dl_SAM_theory,residual,z_score
353,1.608118e+01,1.967766e+00,1.833975e+01,2.258566e+00,1.1478
354,2.095448e+01,1.979362e+00,1.847924e+01,-2.475241e+00,-1.2505
355,1.886411e+01,1.990760e+00,1.861619e+01,-2.479270e-01,-0.1245
356,2.098061e+01,2.001957e+00,1.875059e+01,-2.230021e+00,-1.1139
357,1.876957e+01,2.012949e+00,1.888239e+01,1.128187e-01,0.0560
358,2.054565e+01,2.023733e+00,1.901149e+01,-1.534154e+00,-0.7581
359,1.779878e+01,2.034305e+00,1.913777e+01,1.338982e+00,0.6582
360,1.558819e+01,2.044663e+00,1.926121e+01,3.673025e+00,1.7964
361,1.878320e+01,2.054802e+00,1.938176e+01,5.985537e-01,0.2913
362,1.799246e+01,2.064721e+00,1.949933e+01,1.506864e+00,0.7298
363,2.081494e+01,2.074414e+00,1.961385e+01,-1.201088e+00,-0.5790
364,1.819541e+01,2.083880e+00,1.972534e+01,1.529931e+00,0.7342
365,2.149779e+01,2.093114e+00,1.983371e+01,-1.664083e+00,-0.7950
366,1.718424e+01,2.102115e+00,1.993889e+01,2.754658e+00,1.3104
367,1.461365e+01,2.110878e+00,2.004089e+01,5.427243e+00,2.5711
368,2.106293e+01,2.119400e+00,2.013957e+01,-9.233624e-01,-0.4357
369,1.694693e+01,2.127679e+00,2.023506e+01,3.288133e+00,1.5454
370,2.425423e+01,2.135711e+00,2.032708e+01,-3.927146e+00,-1.8388
371,2.090870e+01,2.143495e+00,2.041586e+01,-4.928398e-01,-0.2299
372,1.765652e+01,2.151029e+00,2.050109e+01,2.844566e+00,1.3224
373,2.034684e+01,2.158313e+00,2.058293e+01,2.360851e-01,0.1094
374,2.376319e+01,2.165345e+00,2.066131e+01,-3.101880e+00,-1.4325
