candidate_id,bin,partition_signature,n_atoms,n_conn,q_abs,q_sign,M_native,M_observed,formula_applicable,predicted_ratio,actual_ratio,abs_rel_delta,classification,set
QP093A-0151,bound_composite_rows,2+2+2,3,2,2,positive,432,252.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,True,1.4166666666666666666666666666666666666666666666666666666666666666666666666666667,0.58333333333333333333333333333333333333333333333333333333333333333333333333333333,1.4285714285714285714285714285714285714285714285714285714285714285714285714285715,systematic_miss,derivation
QP093A-0152,bound_composite_rows,2+2+3,3,2,0,neutral,612,611.6236979166666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,True,1.25,0.99938512731481481481481481481481481481481481481481481481481481481481481481481481,0.25076906373276392457746733741087908508559226955231442944518837537548405776121024,systematic_miss,extension
QP093A-0153,bound_composite_rows,2+2+4,3,2,1,positive,864,863.9270833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,True,1.3333333333333333333333333333333333333333333333333333333333333333333333333333333,0.99991560570987654320987654320987654320987654320987654320987654320987654320987654,0.33344586855082773671582044202225785837442878329334313997371498848523578137622530,systematic_miss,derivation
QP093A-0154,bound_composite_rows,2+2+6,3,2,0,neutral,1584,1583.026041666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,True,1.25,0.99938512731481481481481481481481481481481481481481481481481481481481481481481481,0.25076906373276392457746733741087908508559226955231442944518837537548405776121024,systematic_miss,extension
QP093A-0155,bound_composite_rows,2+2+8,3,2,2,positive,2592,1512.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,True,1.4166666666666666666666666666666666666666666666666666666666666666666666666666667,0.58333333333333333333333333333333333333333333333333333333333333333333333333333333,1.4285714285714285714285714285714285714285714285714285714285714285714285714285715,systematic_miss,derivation
QP093A-0156,bound_composite_rows,2+2+9,3,2,0,neutral,3204,3202.029947916666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,True,1.25,0.99938512731481481481481481481481481481481481481481481481481481481481481481481481,0.25076906373276392457746733741087908508559226955231442944518837537548405776121024,systematic_miss,extension
QP093A-0157,bound_composite_rows,2+2+12,3,2,0,neutral,5472,5468.635416666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,True,1.25,0.99938512731481481481481481481481481481481481481481481481481481481481481481481481,0.25076906373276392457746733741087908508559226955231442944518837537548405776121024,systematic_miss,extension
QP093A-0158,bound_composite_rows,2+3+3,3,2,1,negative,792,792.0668402777777777777777777777777777777777777777777777777777777777777777777777777777777777777777778,True,1.3333333333333333333333333333333333333333333333333333333333333333333333333333333,1.0000843942901234567901234567901234567901234567901234567901234567901234567901235,0.33322081710889561307277790502826970138997721546455136164723752576822461453147030,systematic_miss,derivation
QP093A-0159,bound_composite_rows,2+3+4,3,2,0,neutral,1044,-261.00,True,1.25,-0.25,6,systematic_miss,extension
QP093A-0160,bound_composite_rows,2+3+6,3,2,1,negative,1764,1764.148871527777777777777777777777777777777777777777777777777777777777777777777777777777777777777778,True,1.3333333333333333333333333333333333333333333333333333333333333333333333333333333,1.0000843942901234567901234567901234567901234567901234567901234567901234567901235,0.33322081710889561307277790502826970138997721546455136164723752576822461453147030,systematic_miss,derivation
QP093A-0161,bound_composite_rows,2+3+8,3,2,1,positive,2772,2771.766059027777777777777777777777777777777777777777777777777777777777777777777777777777777777777778,True,1.3333333333333333333333333333333333333333333333333333333333333333333333333333333,0.99991560570987654320987654320987654320987654320987654320987654320987654320987654,0.33344586855082773671582044202225785837442878329334313997371498848523578137622530,systematic_miss,derivation
QP093A-0162,bound_composite_rows,2+3+9,3,2,1,negative,3384,3384.285590277777777777777777777777777777777777777777777777777777777777777777777777777777777777777778,True,1.3333333333333333333333333333333333333333333333333333333333333333333333333333333,1.0000843942901234567901234567901234567901234567901234567901234567901234567901235,0.33322081710889561307277790502826970138997721546455136164723752576822461453147030,systematic_miss,derivation
QP093A-0163,bound_composite_rows,2+3+12,3,2,1,negative,5652,5652.476996527777777777777777777777777777777777777777777777777777777777777777777777777777777777777778,True,1.3333333333333333333333333333333333333333333333333333333333333333333333333333333,1.0000843942901234567901234567901234567901234567901234567901234567901234567901235,0.33322081710889561307277790502826970138997721546455136164723752576822461453147030,systematic_miss,derivation
QP093A-0164,bound_composite_rows,2+4+4,3,2,1,negative,1296,1296.109375000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,True,1.3333333333333333333333333333333333333333333333333333333333333333333333333333333,1.0000843942901234567901234567901234567901234567901234567901234567901234567901235,0.33322081710889561307277790502826970138997721546455136164723752576822461453147030,systematic_miss,derivation
QP093A-0165,bound_composite_rows,2+4+6,3,2,2,negative,2016,2856.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,True,1.4166666666666666666666666666666666666666666666666666666666666666666666666666667,1.4166666666666666666666666666666666666666666666666666666666666666666666666666667,0,exact_match,derivation
QP093A-0166,bound_composite_rows,2+4+8,3,2,0,neutral,3024,3022.140625,True,1.25,0.99938512731481481481481481481481481481481481481481481481481481481481481481481481,0.25076906373276392457746733741087908508559226955231442944518837537548405776121024,systematic_miss,extension
QP093A-0167,bound_composite_rows,2+4+9,3,2,2,negative,3636,5151.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,True,1.4166666666666666666666666666666666666666666666666666666666666666666666666666667,1.4166666666666666666666666666666666666666666666666666666666666666666666666666667,0,exact_match,derivation
QP093A-0168,bound_composite_rows,2+4+12,3,2,2,negative,5904,8364.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,True,1.4166666666666666666666666666666666666666666666666666666666666666666666666666667,1.4166666666666666666666666666666666666666666666666666666666666666666666666666667,0,exact_match,derivation
QP093A-0169,bound_composite_rows,2+6+6,3,2,4,negative,2736,2736.626736111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,True,1.5833333333333333333333333333333333333333333333333333333333333333333333333333333,1.0002290702160493827160493827160493827160493827160493827160493827160493827160494,0.58297072188807058568277424876149608861781758133143690560852428190880271928450026,systematic_miss,derivation
QP093A-0170,bound_composite_rows,2+6+8,3,2,2,negative,3744,3744.496527777777777777777777777777777777777777777777777777777777777777777777777777777777777777777778,True,1.4166666666666666666666666666666666666666666666666666666666666666666666666666667,1.0001326195987654320987654320987654320987654320987654320987654320987654320987654,0.41647881381471882345850159725152190946898921101802181905852570670845639201976983,systematic_miss,derivation
QP093A-0171,bound_composite_rows,2+6+9,3,2,4,negative,4356,4356.997829861111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,True,1.5833333333333333333333333333333333333333333333333333333333333333333333333333333,1.0002290702160493827160493827160493827160493827160493827160493827160493827160494,0.58297072188807058568277424876149608861781758133143690560852428190880271928450026,systematic_miss,derivation
QP093A-0172,bound_composite_rows,2+6+12,3,2,4,negative,6624,6625.517361111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,True,1.5833333333333333333333333333333333333333333333333333333333333333333333333333333,1.0002290702160493827160493827160493827160493827160493827160493827160493827160494,0.58297072188807058568277424876149608861781758133143690560852428190880271928450026,systematic_miss,derivation
QP093A-0173,bound_composite_rows,2+8+8,3,2,4,negative,4752,7524.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,True,1.5833333333333333333333333333333333333333333333333333333333333333333333333333333,1.5833333333333333333333333333333333333333333333333333333333333333333333333333333,0,exact_match,derivation
QP093A-0174,bound_composite_rows,2+8+9,3,2,6,negative,5364,5365.746093750000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,True,1.75,1.0003255208333333333333333333333333333333333333333333333333333333333333333333333,0.74943052391799544419134396355353075170842824601366742596810933940774487471526202,systematic_miss,extension
QP093A-0175,bound_composite_rows,2+8+12,3,2,6,negative,7632,7634.484375000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,True,1.75,1.0003255208333333333333333333333333333333333333333333333333333333333333333333333,0.74943052391799544419134396355353075170842824601366742596810933940774487471526202,systematic_miss,extension
QP093A-0176,bound_composite_rows,2+9+9,3,2,7,negative,5976,5978.233506944444444444444444444444444444444444444444444444444444444444444444444444444444444444444444,True,1.8333333333333333333333333333333333333333333333333333333333333333333333333333333,1.0003737461419753086419753086419753086419753086419753086419753086419753086419753,0.83264838806869539017776438686351310635733654715275685447423922868333835492618257,systematic_miss,extension
QP093A-0177,bound_composite_rows,2+9+12,3,2,7,negative,8244,8247.081163194444444444444444444444444444444444444444444444444444444444444444444444444444444444444444,True,1.8333333333333333333333333333333333333333333333333333333333333333333333333333333,1.0003737461419753086419753086419753086419753086419753086419753086419753086419753,0.83264838806869539017776438686351310635733654715275685447423922868333835492618257,systematic_miss,extension
QP093A-0178,bound_composite_rows,2+12+12,3,2,10,negative,10512,10517.44965277777777777777777777777777777777777777777777777777777777777777777777777777777777777777778,True,2.0833333333333333333333333333333333333333333333333333333333333333333333333333333,1.0005184220679012345679012345679012345679012345679012345679012345679012345679012,1.0822538469880824707484304770626724667719040331618205261064986082157446347018208,systematic_miss,extension
QP093A-0179,bound_composite_rows,3+3+3,3,2,0,neutral,972,-243.00,True,1.25,-0.25,6,systematic_miss,extension
QP093A-0180,bound_composite_rows,3+3+4,3,2,1,positive,1224,1223.896701388888888888888888888888888888888888888888888888888888888888888888888888888888888888888889,True,1.3333333333333333333333333333333333333333333333333333333333333333333333333333333,0.99991560570987654320987654320987654320987654320987654320987654320987654320987654,0.33344586855082773671582044202225785837442878329334313997371498848523578137622530,systematic_miss,derivation
QP093A-0181,bound_composite_rows,3+3+6,3,2,0,neutral,1944,-486.00,True,1.25,-0.25,6,systematic_miss,extension
QP093A-0182,bound_composite_rows,3+3+8,3,2,2,positive,2952,2951.608506944444444444444444444444444444444444444444444444444444444444444444444444444444444444444444,True,1.4166666666666666666666666666666666666666666666666666666666666666666666666666667,0.99986738040123456790123456790123456790123456790123456790123456790123456790123457,0.41685456935116298698949754621200245981696067910240796787768439583760384889006792,systematic_miss,derivation
QP093A-0183,bound_composite_rows,3+3+9,3,2,0,neutral,3564,-891.00,True,1.25,-0.25,6,systematic_miss,extension
QP093A-0184,bound_composite_rows,3+3+12,3,2,0,neutral,5832,-1458.00,True,1.25,-0.25,6,systematic_miss,extension
QP093A-0185,bound_composite_rows,3+4+4,3,2,0,neutral,1476,1475.092447916666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,True,1.25,0.99938512731481481481481481481481481481481481481481481481481481481481481481481481,0.25076906373276392457746733741087908508559226955231442944518837537548405776121024,systematic_miss,extension
QP093A-0186,bound_composite_rows,3+4+6,3,2,1,negative,2196,2196.185329861111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,True,1.3333333333333333333333333333333333333333333333333333333333333333333333333333333,1.0000843942901234567901234567901234567901234567901234567901234567901234567901235,0.33322081710889561307277790502826970138997721546455136164723752576822461453147030,systematic_miss,derivation
QP093A-0187,bound_composite_rows,3+4+8,3,2,1,positive,3204,2136.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,True,1.3333333333333333333333333333333333333333333333333333333333333333333333333333333,0.66666666666666666666666666666666666666666666666666666666666666666666666666666667,0.99999999999999999999999999999999999999999999999999999999999999999999999999999994,systematic_miss,derivation
QP093A-0188,bound_composite_rows,3+4+9,3,2,1,negative,3816,3816.322048611111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,True,1.3333333333333333333333333333333333333333333333333333333333333333333333333333333,1.0000843942901234567901234567901234567901234567901234567901234567901234567901235,0.33322081710889561307277790502826970138997721546455136164723752576822461453147030,systematic_miss,derivation
QP093A-0189,bound_composite_rows,3+4+12,3,2,1,negative,6084,6084.513454861111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,True,1.3333333333333333333333333333333333333333333333333333333333333333333333333333333,1.0000843942901234567901234567901234567901234567901234567901234567901234567901235,0.33322081710889561307277790502826970138997721546455136164723752576822461453147030,systematic_miss,derivation
QP093A-0190,bound_composite_rows,3+6+6,3,2,3,negative,2916,4374.00,True,1.5,1.50,0,exact_match,derivation
QP093A-0191,bound_composite_rows,3+6+8,3,2,1,negative,3924,3924.331163194444444444444444444444444444444444444444444444444444444444444444444444444444444444444444,True,1.3333333333333333333333333333333333333333333333333333333333333333333333333333333,1.0000843942901234567901234567901234567901234567901234567901234567901234567901235,0.33322081710889561307277790502826970138997721546455136164723752576822461453147030,systematic_miss,derivation
QP093A-0192,bound_composite_rows,3+6+9,3,2,3,negative,4536,6804.00,True,1.5,1.50,0,exact_match,derivation
QP093A-0193,bound_composite_rows,3+6+12,3,2,3,negative,6804,10206.00,True,1.5,1.50,0,exact_match,derivation
QP093A-0194,bound_composite_rows,3+8+8,3,2,3,negative,4932,4932.891927083333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,True,1.5,1.0001808449074074074074074074074074074074074074074074074074074074074074074074074,0.49972878168733952916500922142263045600838968647163056449571475065996456080714571,systematic_miss,derivation
QP093A-0195,bound_composite_rows,3+8+9,3,2,5,negative,5544,5545.537326388888888888888888888888888888888888888888888888888888888888888888888888888888888888888889,True,1.6666666666666666666666666666666666666666666666666666666666666666666666666666667,1.0002772955246913580246913580246913580246913580246913580246913580246913580246914,0.66620463557800089192088420697385707570479829329733508503380862270541299552834256,systematic_miss,extension
QP093A-0196,bound_composite_rows,3+8+12,3,2,5,negative,7812,7814.166232638888888888888888888888888888888888888888888888888888888888888888888888888888888888888889,True,1.6666666666666666666666666666666666666666666666666666666666666666666666666666667,1.0002772955246913580246913580246913580246913580246913580246913580246913580246914,0.66620463557800089192088420697385707570479829329733508503380862270541299552834256,systematic_miss,extension
QP093A-0197,bound_composite_rows,3+9+9,3,2,6,negative,6156,10773.00,True,1.75,1.75,0,exact_match,extension
QP093A-0198,bound_composite_rows,3+9+12,3,2,6,negative,8424,14742.00,True,1.75,1.75,0,exact_match,extension
QP093A-0199,bound_composite_rows,3+12+12,3,2,9,negative,10692,21384.00,True,2,2.00,0,exact_match,extension
QP093A-0200,bound_composite_rows,4+4+4,3,2,1,positive,1728,1152.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,True,1.3333333333333333333333333333333333333333333333333333333333333333333333333333333,0.66666666666666666666666666666666666666666666666666666666666666666666666666666667,0.99999999999999999999999999999999999999999999999999999999999999999999999999999994,systematic_miss,derivation
QP093A-0201,bound_composite_rows,4+4+6,3,2,0,neutral,2448,2446.494791666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,True,1.25,0.99938512731481481481481481481481481481481481481481481481481481481481481481481481,0.25076906373276392457746733741087908508559226955231442944518837537548405776121024,systematic_miss,extension
QP093A-0202,bound_composite_rows,4+4+8,3,2,2,positive,3456,3455.541666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,True,1.4166666666666666666666666666666666666666666666666666666666666666666666666666667,0.99986738040123456790123456790123456790123456790123456790123456790123456790123457,0.41685456935116298698949754621200245981696067910240796787768439583760384889006792,systematic_miss,derivation
QP093A-0203,bound_composite_rows,4+4+9,3,2,0,neutral,4068,4065.498697916666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,True,1.25,0.99938512731481481481481481481481481481481481481481481481481481481481481481481481,0.25076906373276392457746733741087908508559226955231442944518837537548405776121024,systematic_miss,extension
QP093A-0204,bound_composite_rows,4+4+12,3,2,0,neutral,6336,6332.104166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,True,1.25,0.99938512731481481481481481481481481481481481481481481481481481481481481481481481,0.25076906373276392457746733741087908508559226955231442944518837537548405776121024,systematic_miss,extension
QP093A-0205,bound_composite_rows,4+6+6,3,2,2,negative,3168,3168.420138888888888888888888888888888888888888888888888888888888888888888888888888888888888888888889,True,1.4166666666666666666666666666666666666666666666666666666666666666666666666666667,1.0001326195987654320987654320987654320987654320987654320987654320987654320987654,0.41647881381471882345850159725152190946898921101802181905852570670845639201976983,systematic_miss,derivation
QP093A-0206,bound_composite_rows,4+6+8,3,2,0,neutral,4176,-1044.00,True,1.25,-0.25,6,systematic_miss,extension
QP093A-0207,bound_composite_rows,4+6+9,3,2,2,negative,4788,4788.634982638888888888888888888888888888888888888888888888888888888888888888888888888888888888888889,True,1.4166666666666666666666666666666666666666666666666666666666666666666666666666667,1.0001326195987654320987654320987654320987654320987654320987654320987654320987654,0.41647881381471882345850159725152190946898921101802181905852570670845639201976983,systematic_miss,derivation
QP093A-0208,bound_composite_rows,4+6+12,3,2,2,negative,7056,7056.935763888888888888888888888888888888888888888888888888888888888888888888888888888888888888888889,True,1.4166666666666666666666666666666666666666666666666666666666666666666666666666667,1.0001326195987654320987654320987654320987654320987654320987654320987654320987654,0.41647881381471882345850159725152190946898921101802181905852570670845639201976983,systematic_miss,derivation
QP093A-0209,bound_composite_rows,4+8+8,3,2,2,negative,5184,5184.687500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,True,1.4166666666666666666666666666666666666666666666666666666666666666666666666666667,1.0001326195987654320987654320987654320987654320987654320987654320987654320987654,0.41647881381471882345850159725152190946898921101802181905852570670845639201976983,systematic_miss,derivation
QP093A-0210,bound_composite_rows,4+8+9,3,2,4,negative,5796,9177.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,True,1.5833333333333333333333333333333333333333333333333333333333333333333333333333333,1.5833333333333333333333333333333333333333333333333333333333333333333333333333333,0,exact_match,derivation
QP093A-0211,bound_composite_rows,4+8+12,3,2,4,negative,8064,12768.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,True,1.5833333333333333333333333333333333333333333333333333333333333333333333333333333,1.5833333333333333333333333333333333333333333333333333333333333333333333333333333,0,exact_match,derivation
QP093A-0212,bound_composite_rows,4+9+9,3,2,5,negative,6408,6409.776909722222222222222222222222222222222222222222222222222222222222222222222222222222222222222222,True,1.6666666666666666666666666666666666666666666666666666666666666666666666666666667,1.0002772955246913580246913580246913580246913580246913580246913580246913580246914,0.66620463557800089192088420697385707570479829329733508503380862270541299552834256,systematic_miss,extension
QP093A-0213,bound_composite_rows,4+9+12,3,2,5,negative,8676,8678.405815972222222222222222222222222222222222222222222222222222222222222222222222222222222222222222,True,1.6666666666666666666666666666666666666666666666666666666666666666666666666666667,1.0002772955246913580246913580246913580246913580246913580246913580246913580246914,0.66620463557800089192088420697385707570479829329733508503380862270541299552834256,systematic_miss,extension
QP093A-0214,bound_composite_rows,4+12+12,3,2,8,negative,10944,10948.61805555555555555555555555555555555555555555555555555555555555555555555555555555555555555555556,True,1.9166666666666666666666666666666666666666666666666666666666666666666666666666667,1.0004219714506172839506172839506172839506172839506172839506172839506172839506173,0.91585822919051808288844165391243567649646296050808035768085901252124031381433857,systematic_miss,extension
QP093A-0215,bound_composite_rows,6+6+6,3,2,0,neutral,3888,-972.00,True,1.25,-0.25,6,systematic_miss,extension
QP093A-0216,bound_composite_rows,6+6+8,3,2,2,positive,4896,4895.350694444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444,True,1.4166666666666666666666666666666666666666666666666666666666666666666666666666667,0.99986738040123456790123456790123456790123456790123456790123456790123456790123457,0.41685456935116298698949754621200245981696067910240796787768439583760384889006792,systematic_miss,derivation
QP093A-0217,bound_composite_rows,6+6+9,3,2,0,neutral,5508,-1377.00,True,1.25,-0.25,6,systematic_miss,extension
QP093A-0218,bound_composite_rows,6+6+12,3,2,0,neutral,7776,-1944.00,True,1.25,-0.25,6,systematic_miss,extension
QP093A-0219,bound_composite_rows,6+8+8,3,2,0,neutral,5904,5900.369791666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,True,1.25,0.99938512731481481481481481481481481481481481481481481481481481481481481481481481,0.25076906373276392457746733741087908508559226955231442944518837537548405776121024,systematic_miss,extension
QP093A-0220,bound_composite_rows,6+8+9,3,2,2,negative,6516,6516.864149305555555555555555555555555555555555555555555555555555555555555555555555555555555555555556,True,1.4166666666666666666666666666666666666666666666666666666666666666666666666666667,1.0001326195987654320987654320987654320987654320987654320987654320987654320987654,0.41647881381471882345850159725152190946898921101802181905852570670845639201976983,systematic_miss,derivation
QP093A-0221,bound_composite_rows,6+8+12,3,2,2,negative,8784,8785.164930555555555555555555555555555555555555555555555555555555555555555555555555555555555555555556,True,1.4166666666666666666666666666666666666666666666666666666666666666666666666666667,1.0001326195987654320987654320987654320987654320987654320987654320987654320987654,0.41647881381471882345850159725152190946898921101802181905852570670845639201976983,systematic_miss,derivation
QP093A-0222,bound_composite_rows,6+9+9,3,2,3,negative,7128,10692.00,True,1.5,1.50,0,exact_match,derivation
QP093A-0223,bound_composite_rows,6+9+12,3,2,3,negative,9396,14094.00,True,1.5,1.50,0,exact_match,derivation
QP093A-0224,bound_composite_rows,6+12+12,3,2,6,negative,11664,20412.00,True,1.75,1.75,0,exact_match,extension
QP093A-0225,bound_composite_rows,8+8+8,3,2,2,positive,6912,4032.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,True,1.4166666666666666666666666666666666666666666666666666666666666666666666666666667,0.58333333333333333333333333333333333333333333333333333333333333333333333333333333,1.4285714285714285714285714285714285714285714285714285714285714285714285714285715,systematic_miss,derivation
QP093A-0226,bound_composite_rows,8+8+9,3,2,0,neutral,7524,7519.373697916666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,True,1.25,0.99938512731481481481481481481481481481481481481481481481481481481481481481481481,0.25076906373276392457746733741087908508559226955231442944518837537548405776121024,systematic_miss,extension
QP093A-0227,bound_composite_rows,8+8+12,3,2,0,neutral,9792,9785.979166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,True,1.25,0.99938512731481481481481481481481481481481481481481481481481481481481481481481481,0.25076906373276392457746733741087908508559226955231442944518837537548405776121024,systematic_miss,extension
QP093A-0228,bound_composite_rows,8+9+9,3,2,1,negative,8136,8136.686631944444444444444444444444444444444444444444444444444444444444444444444444444444444444444444,True,1.3333333333333333333333333333333333333333333333333333333333333333333333333333333,1.0000843942901234567901234567901234567901234567901234567901234567901234567901235,0.33322081710889561307277790502826970138997721546455136164723752576822461453147030,systematic_miss,derivation
QP093A-0229,bound_composite_rows,8+9+12,3,2,1,negative,10404,10404.87803819444444444444444444444444444444444444444444444444444444444444444444444444444444444444444,True,1.3333333333333333333333333333333333333333333333333333333333333333333333333333333,1.0000843942901234567901234567901234567901234567901234567901234567901234567901235,0.33322081710889561307277790502826970138997721546455136164723752576822461453147030,systematic_miss,derivation
QP093A-0230,bound_composite_rows,8+12+12,3,2,4,negative,12672,12674.90277777777777777777777777777777777777777777777777777777777777777777777777777777777777777777778,True,1.5833333333333333333333333333333333333333333333333333333333333333333333333333333,1.0002290702160493827160493827160493827160493827160493827160493827160493827160494,0.58297072188807058568277424876149608861781758133143690560852428190880271928450026,systematic_miss,derivation
QP093A-0231,bound_composite_rows,9+9+9,3,2,0,neutral,8748,-2187.00,True,1.25,-0.25,6,systematic_miss,extension
QP093A-0232,bound_composite_rows,9+9+12,3,2,0,neutral,11016,-2754.00,True,1.25,-0.25,6,systematic_miss,extension
QP093A-0233,bound_composite_rows,9+12+12,3,2,3,negative,13284,19926.00,True,1.5,1.50,0,exact_match,derivation
QP093A-0234,bound_composite_rows,12+12+12,3,2,0,neutral,15552,-3888.00,True,1.25,-0.25,6,systematic_miss,extension
QP093A-0235,bound_composite_rows,1+1,2,1,0,neutral,12,10.75,True,1,0.89583333333333333333333333333333333333333333333333333333333333333333333333333333,0.11627906976744186046511627906976744186046511627906976744186046511627906976744186,systematic_miss,extension
QP093A-0236,bound_composite_rows,1+2,2,1,1,negative,27,27.00520833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,True,1,1.0001929012345679012345679012345679012345679012345679012345679012345679012345679,0.00019286403085824493731918997107039537126325940212150433944069431051108968177434785,approximate_match,extension
QP093A-0237,bound_composite_rows,1+3,2,1,2,negative,42,42.01012731481481481481481481481481481481481481481481481481481481481481481481481481481481481481481481,True,1,1.0002411265432098765432098765432098765432098765432098765432098765432098765432099,0.00024106841521623836844896581649872233739935393664722048117255677161178342413579318,approximate_match,extension
QP093A-0238,bound_composite_rows,1+4,2,1,3,negative,57,57.01649305555555555555555555555555555555555555555555555555555555555555555555555555555555555555555556,True,1,1.0002893518518518518518518518518518518518518518518518518518518518518518518518519,0.00028926815157651142609198727220133063349725195256002314145212612091408735898182423,approximate_match,extension
QP093A-0239,bound_composite_rows,1+6,2,1,5,negative,87,87.03356481481481481481481481481481481481481481481481481481481481481481481481481481481481481481481481,True,1,1.0003858024691358024691358024691358024691358024691358024691358024691358024691358,0.00038565368299267258002313922097956035480138835325877362128808330119552641727728253,approximate_match,extension
QP093A-0240,bound_composite_rows,1+8,2,1,7,negative,117,117.0564236111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,True,1,1.0004822530864197530864197530864197530864197530864197530864197530864197530864198,0.00048202063048298467174395064108743854236961341945435264629326135158584787428906644,approximate_match,extension
QP093A-0241,bound_composite_rows,1+9,2,1,8,negative,132,132.0557002314814814814814814814814814814814814814814814814814814814814814814814814814814814814814815,True,1,1.0004219714506172839506172839506172839506172839506172839506172839506172839506173,0.00042179346581665240603044143699008182793236843056676990563877607587461887947554599,approximate_match,extension
QP093A-0242,unstable_resonance_rows,1+12,2,1,11,negative,177,177.1002965856481481481481481481481481481481481481481481481481481481481481481481481481481481481481481,True,1,1.0005666473765432098765432098765432098765432098765432098765432098765432098765432,0.00056632646913520743213119494884987528768179682134207323685700859129303177452975842,approximate_match,extension
QP093A-0243,bound_composite_rows,2+1,2,1,1,positive,27,26.99479166666666666666666666666666666666666666666666666666666666666666666666666666666666666666666667,True,1,0.99980709876543209876543209876543209876543209876543209876543209876543209876543210,0.00019293845263360987844877484082577657727185027976075631873432375072351919737603581,approximate_match,extension
QP093A-0244,bound_composite_rows,2+2,2,1,0,neutral,48,43.00,True,1,0.89583333333333333333333333333333333333333333333333333333333333333333333333333333,0.11627906976744186046511627906976744186046511627906976744186046511627906976744186,systematic_miss,extension
QP093A-0245,bound_composite_rows,2+3,2,1,1,negative,75,75.01446759259259259259259259259259259259259259259259259259259259259259259259259259259259259259259259,True,1,1.0001929012345679012345679012345679012345679012345679012345679012345679012345679,0.00019286403085824493731918997107039537126325940212150433944069431051108968177434785,approximate_match,extension
QP093A-0246,bound_composite_rows,2+4,2,1,2,negative,102,102.0245949074074074074074074074074074074074074074074074074074074074074074074074074074074074074074074,True,1,1.0002411265432098765432098765432098765432098765432098765432098765432098765432099,0.00024106841521623836844896581649872233739935393664722048117255677161178342413579318,approximate_match,extension
QP093A-0247,bound_composite_rows,2+6,2,1,4,negative,156,156.0526620370370370370370370370370370370370370370370370370370370370370370370370370370370370370370370,True,1,1.0003375771604938271604938271604938271604938271604938271604938271604938271604938,0.00033746324061129055585016632116858699320252615340114737501807838788989056549194605,approximate_match,extension
QP093A-0248,bound_composite_rows,2+8,2,1,6,negative,210,210.0911458333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,True,1,1.0004340277777777777777777777777777777777777777777777777777777777777777777777778,0.00043383947939262472885032537960954446854663774403470715835140997830802603036878576,approximate_match,extension
QP093A-0249,bound_composite_rows,2+9,2,1,7,negative,237,237.0885778356481481481481481481481481481481481481481481481481481481481481481481481481481481481481481,True,1,1.0003737461419753086419753086419753086419753086419753086419753086419753086419753,0.00037360650798433263031033443808376016872551973485989755950587526363362458571858130,approximate_match,extension
QP093A-0250,unstable_resonance_rows,2+12,2,1,10,negative,318,318.1648582175925925925925925925925925925925925925925925925925925925925925925925925925925925925925926,True,1,1.0005184220679012345679012345679012345679012345679012345679012345679012345679012,0.00051815344572041404075337100991721594948606408232614746888066805644257534312599726,approximate_match,extension
QP093A-0251,bound_composite_rows,3+1,2,1,2,positive,42,41.98987268518518518518518518518518518518518518518518518518518518518518518518518518518518518518518519,True,1,0.99975887345679012345679012345679012345679012345679012345679012345679012345679012,0.00024118469924268004437798466065312816554917756017558246104867107230717283295548076,approximate_match,extension
